Depth	Gamma
3159.80	60.4
3160.00	60.4
3160.20	59.2
3160.40	56.4
3160.60	60.8
3160.80	54.8
3161.00	59.2
3161.20	59.2
3161.40	59.2
3161.60	58.8
3161.80	57.2
3162.00	58.4
3162.20	58.4
3162.40	62.4
3162.60	60.4
3162.80	56.8
3163.00	57.6
3163.20	57.2
3163.40	59.2
3163.60	65.2
3163.80	61.6
3164.00	58.4
3164.20	60.8
3164.40	59.6
3164.60	58.4
3164.80	58.8
3165.00	59.6
3165.20	58.4
3165.40	60.8
3165.60	61.6
3165.80	62.2
3166.00	62
3166.20	60.4
3166.40	59.2
3166.60	57.2
3166.80	55.6
3167.00	58.6
3167.20	56.8
3167.40	64.4
3167.60	65.6
3167.80	62.4
3168.00	61.2
3168.20	63.6
3168.40	63.6
3168.60	62.8
3168.80	60.4
3169.00	59.6
3169.20	61.6
3169.40	60.4
3169.60	58.8
3169.80	60.8
3170.00	63.2
3170.20	62.8
3170.40	60.8
3170.60	61.6
3170.80	58.4
3171.00	58.8
3171.20	62.4
3171.40	58.8
3171.60	62.4
3171.80	60.8
3172.00	60.8
3172.20	61.6
3172.40	60.4
3172.60	60.8
3172.80	63.2
3173.00	61.2
3173.20	62.8
3173.40	63.6
3173.60	60.8
3173.80	61.6
3174.00	59.6
3174.20	61.2
3174.40	60.8
3174.60	61.6
3174.80	59.6
3175.00	65.2
3175.20	60.4
3175.40	61.6
3175.60	57.2
3175.80	61
3176.00	60.4
3176.20	59.6
3176.40	59.2
3176.60	61.6
3176.80	63.4
3177.00	65.2
3177.20	59.6
3177.40	57.2
3177.60	61.2
3177.80	59.6
3178.00	62.4
3178.20	62.4
3178.40	63.2
3178.60	61.2
3178.80	62.8
3179.00	67.6
3179.20	63.8
3179.40	60.8
3179.60	59.2
3179.80	65.6
3180.00	63.6
3180.20	62.4
3180.40	61.6
3180.60	67.2
3180.80	66.4
3181.00	61.6
3181.20	63.2
3181.40	65.6
3181.60	63.6
3181.80	64.4
3182.00	65.2
3182.20	66.4
3182.40	66.8
3182.60	63.6
3182.80	60.4
3183.00	60.8
3183.20	61.8
3183.40	62.4
3183.60	61.6
3183.80	59.2
3184.00	59.6
3184.20	62
3184.40	64.2
3184.60	67.6
3184.80	65.2
3185.00	61.6
3185.20	61.2
3185.40	62.8
3185.60	62.8
3185.80	61.2
3186.00	62.4
3186.20	65.6
3186.40	66.8
3186.60	66.8
3186.80	65.6
3187.00	65.2
3187.20	61.2
3187.40	58.6
3187.60	61.2
3187.80	61.6
3188.00	62.4
3188.20	65.2
3188.40	67.6
3188.60	69.2
3188.80	69.6
3189.00	64.4
3189.20	66.4
3189.40	64.8
3189.60	64.8
3189.80	65.2
3190.00	67.6
3190.20	64.4
3190.40	64.8
3190.60	70.8
3190.80	67.6
3191.00	65.4
3191.20	64.4
3191.40	63.4
3191.60	61.6
3191.80	62.4
3192.00	60.4
3192.20	61.6
3192.40	64.8
3192.60	66.8
3192.80	69.6
3193.00	62.8
3193.20	60.4
3193.40	66.4
3193.60	66.4
3193.80	64
3194.00	64.4
3194.20	62.8
3194.40	65.6
3194.60	67.6
3194.80	66
3195.00	63.6
3195.20	67.6
3195.40	65.2
3195.60	66.4
3195.80	66.8
3196.00	64
3196.20	65.6
3196.40	67.2
3196.60	66.4
3196.80	63.2
3197.00	64
3197.20	65.6
3197.40	59.6
3197.60	62.8
3197.80	67.2
3198.00	67.2
3198.20	64.4
3198.40	65.6
3198.60	63.2
3198.80	63.2
3199.00	62.8
3199.20	63.6
3199.40	66.4
3199.60	66.4
3199.80	64.4
3200.00	63.6
3200.20	63.2
3200.40	64.4
3200.60	63.2
3200.80	63.6
3201.00	61.2
3201.20	61.2
3201.40	60.8
3201.60	61.2
3201.80	62.8
3202.00	64.4
3202.20	62.4
3202.40	65.6
3202.60	62.4
3202.80	62.8
3203.00	63.2
3203.20	64.4
3203.40	65.4
3203.60	64.2
3203.80	63.6
3204.00	59.2
3204.20	58.8
3204.40	61.6
3204.60	62.8
3204.80	62.4
3205.00	65
3205.20	65.6
3205.40	64.4
3205.60	64.4
3205.80	65.4
3206.00	66.4
3206.20	64.4
3206.40	62.8
3206.60	62.4
3206.80	63.2
3207.00	63.2
3207.20	62.8
3207.40	65.2
3207.60	62.8
3207.80	61.2
3208.00	63.6
3208.20	64.8
3208.40	61.2
3208.60	60.8
3208.80	60.4
3209.00	60.8
3209.20	64.4
3209.40	64.4
3209.60	62.4
3209.80	59.6
3210.00	56.4
3210.20	54.8
3210.40	59.6
3210.60	63.2
3210.80	64.4
3211.00	57.2
3211.20	62.4
3211.40	65.6
3211.60	61.6
3211.80	60.4
3212.00	65.6
3212.20	59.6
3212.40	62.4
3212.60	62.4
3212.80	63.6
3213.00	57.2
3213.20	61.2
3213.40	60.4
3213.60	61.2
3213.80	59.6
3214.00	58.8
3214.20	62.4
3214.40	61.6
3214.60	60.4
3214.80	62.4
3215.00	62.4
3215.20	58.4
3215.40	66.8
3215.60	63.6
3215.80	61.2
3216.00	65.2
3216.20	67.2
3216.40	59.6
3216.60	61.6
3216.80	58.4
3217.00	62.4
3217.20	61.2
3217.40	62
3217.60	65.2
3217.80	68.8
3218.00	62.4
3218.20	59.6
3218.40	59.6
3218.60	61.2
3218.80	63.2
3219.00	62.2
3219.20	61.6
3219.40	60.8
3219.60	60
3219.80	60.27
3220.00	61.6
3220.20	61.60
3220.40	60.40
3220.60	63.60
3220.80	63.20
3221.00	63.20
3221.20	62.80
3221.40	62.40
3221.60	61.20
3221.80	63.20
3222.00	65.20
3222.20	62.40
3222.40	62.40
3222.60	62.80
3222.80	61.20
3223.00	57.60
3223.20	61.20
3223.40	61.20
3223.60	59.20
3223.80	61.20
3224.00	62.40
3224.20	60.80
3224.40	59.20
3224.60	61.20
3224.80	63.20
3225.00	65.60
3225.20	59.20
3225.40	63.20
3225.60	65.20
3225.80	64.40
3226.00	62.40
3226.20	63.20
3226.40	58.80
3226.60	60.80
3226.80	62.80
3227.00	62.40
3227.20	63.60
3227.40	62.40
3227.60	61.20
3227.80	63.20
3228.00	65.60
3228.20	68.40
3228.40	66.80
3228.60	65.20
3228.80	63.20
3229.00	64.40
3229.20	64.93
3229.40	64.80
3229.60	64.40
3229.80	65.60
3230.00	61.20
3230.20	61.20
3230.40	65.00
3230.60	64.40
3230.80	59.60
3231.00	59.60
3231.20	66.80
3231.40	67.20
3231.60	64.40
3231.80	64.40
3232.00	63.20
3232.20	63.60
3232.40	65.20
3232.60	66.80
3232.80	63.60
3233.00	64.40
3233.20	61.60
3233.40	60.40
3233.60	63.20
3233.80	63.60
3234.00	65.40
3234.20	66.20
3234.40	65.80
3234.60	62.80
3234.80	65.20
3235.00	67.60
3235.20	64.40
3235.40	62.00
3235.60	65.20
3235.80	68.40
3236.00	66.40
3236.20	62.40
3236.40	65.20
3236.60	64.80
3236.80	64.40
3237.00	63.60
3237.20	63.60
3237.40	64.40
3237.60	63.00
3237.80	62.40
3238.00	63.60
3238.20	63.20
3238.40	59.20
3238.60	61.20
3238.80	64.00
3239.00	64.80
3239.20	65.60
3239.40	68.40
3239.60	66.40
3239.80	65.20
3240.00	67.20
3240.20	63.60
3240.40	67.20
3240.60	62.4
3240.80	63.6
3241.00	65
3241.20	63.2
3241.40	62.4
3241.60	63.6
3241.80	61.6
3242.00	60.8
3242.20	62.8
3242.40	62.8
3242.60	62.4
3242.80	63.2
3243.00	66.4
3243.20	67.6
3243.40	64.4
3243.60	67.2
3243.80	69.2
3244.00	60.4
3244.20	61.6
3244.40	62.8
3244.60	62.8
3244.80	66.4
3245.00	67.2
3245.20	65.6
3245.40	65.6
3245.60	62.4
3245.80	61.4
3246.00	61.6
3246.20	65.2
3246.40	62.4
3246.60	61.2
3246.80	63.6
3247.00	65.2
3247.20	66.8
3247.40	65.2
3247.60	63.2
3247.80	64.4
3248.00	66.4
3248.20	64.4
3248.40	63.2
3248.60	63.2
3248.80	62.4
3249.00	62.8
3249.20	67.6
3249.40	67.6
3249.60	66.8
3249.80	68.8
3250.00	65.2
3250.20	58.8
3250.40	59.6
3250.60	67.6
3250.80	68.8
3251.00	67.2
3251.20	68.4
3251.40	69.6
3251.60	67.6
3251.80	65.2
3252.00	65.6
3252.20	64.4
3252.40	65.2
3252.60	64.4
3252.80	62.8
3253.00	61.2
3253.20	64.4
3253.40	65.8
3253.60	63.4
3253.80	62.8
3254.00	65.6
3254.20	65.6
3254.40	68.8
3254.60	71.2
3254.80	70.4
3255.00	65
3255.20	63.2
3255.40	66.4
3255.60	70.8
3255.80	68.4
3256.00	66.27
3256.20	67.2
3256.40	66.8
3256.60	63.6
3256.80	63.6
3257.00	63.6
3257.20	63.2
3257.40	60.8
3257.60	60.2
3257.80	62.6
3258.00	64.8
3258.20	65.4
3258.40	65.2
3258.60	65.47
3258.80	63.6
3259.00	64.4
3259.20	63.6
3259.40	64.2
3259.60	66.2
3259.80	69.2
3260.00	68.4
3260.20	60.4
3260.40	61.6
3260.60	62.4
3260.80	65.6
3261.00	65.2
3261.20	63.8
3261.40	63.4
3261.60	61.6
3261.80	63.2
3262.00	66.8
3262.20	68.8
3262.40	66.24
3262.60	64.32
3262.80	62.4
3263.00	65.6
3263.20	64.4
3263.40	65.2
3263.60	66.8
3263.80	65.8
3264.00	66.4
3264.20	66.8
3264.40	68.8
3264.60	65.2
3264.80	64.4
3265.00	65.4
3265.20	65.6
3265.40	65.2
3265.60	67.6
3265.80	63.2
3266.00	63
3266.20	62.8
3266.40	64.4
3266.60	67.2
3266.80	66.8
3267.00	65.6
3267.20	65.6
3267.40	68.8
3267.60	67.6
3267.80	64.4
3268.00	65.2
3268.20	68.4
3268.40	69
3268.60	67.6
3268.80	70.4
3269.00	70.4
3269.20	64
3269.40	64.13
3269.60	65.2
3269.80	66.4
3270.00	68.2
3270.20	68.8
3270.40	69.6
3270.60	72.8
3270.80	68.6
3271.00	66.6
3271.20	65.6
3271.40	66.8
3271.60	66.8
3271.80	65.2
3272.00	60.4
3272.20	60.8
3272.40	59.8
3272.60	60.4
3272.80	65.2
3273.00	67.6
3273.20	65.2
3273.40	65.6
3273.60	67.2
3273.80	67.6
3274.00	66.8
3274.20	67.6
3274.40	66.8
3274.60	65.6
3274.80	65.33
3275.00	63.2
3275.20	61
3275.40	63.6
3275.60	65.6
3275.80	67.6
3276.00	66.4
3276.20	66.4
3276.40	66.93
3276.60	68.4
3276.80	63.6
3277.00	64.4
3277.20	62.4
3277.40	65.2
3277.60	68.8
3277.80	67.6
3278.00	68.4
3278.20	67.87
3278.40	67.6
3278.60	66.6
3278.80	65.2
3279.00	61.6
3279.20	62.4
3279.40	62.4
3279.60	63
3279.80	65.6
3280.00	66.4
3280.20	66.4
3280.40	63.6
3280.60	65.6
3280.80	64
3281.00	64.1
3281.20	63.5
3281.40	63.8
3281.60	65.6
3281.80	66.4
3282.00	65.2
3282.20	66
3282.40	68.8
3282.60	67.2
3282.80	68.2
3283.00	67.2
3283.20	65.6
3283.40	67.2
3283.60	66.8
3283.80	66.32
3284.00	65.84
3284.20	65.87
3284.40	66.4
3284.60	68.8
3284.80	67.6
3285.00	65.4
3285.20	67.2
3285.40	66.93
3285.60	68.4
3285.80	65.6
3286.00	65.6
3286.20	71
3286.40	69.2
3286.60	65.2
3286.80	64.4
3287.00	67.6
3287.20	68.4
3287.40	68.8
3287.60	68.8
3287.80	67.6
3288.00	66.8
3288.20	68.4
3288.40	70.67
3288.60	71.2
3288.80	67.6
3289.00	68.8
3289.20	69.4
3289.40	68.4
3289.60	67.6
3289.80	66.8
3290.00	71.2
3290.20	72.6
3290.40	72.8
3290.60	71.6
3290.80	70.8
3291.00	66.4
3291.20	63.2
3291.40	65.8
3291.60	68.4
3291.80	67.6
3292.00	66.8
3292.20	72.4
3292.40	72.2
3292.60	73.2
3292.80	73.6
3293.00	71.6
3293.20	72.4
3293.40	69.6
3293.60	68
3293.80	65.6
3294.00	69.2
3294.20	68.93
3294.40	68.4
3294.60	69.6
3294.80	70.8
3295.00	69.6
3295.20	68.4
3295.40	66.4
3295.60	65.6
3295.80	68.4
3296.00	73.6
3296.20	69.6
3296.40	69.6
3296.60	69
3296.80	68.8
3297.00	67.6
3297.20	68.8
3297.40	71.2
3297.60	69.8
3297.80	70.67
3298.00	69.6
3298.20	69.6
3298.40	72.8
3298.60	71.2
3298.80	70.8
3299.00	69.4
3299.20	68.4
3299.40	67.6
3299.60	65.6
3299.80	65.2
3300.00	67.2
3300.20	65.2
3300.40	64.67
3300.60	65.73
3300.80	68.4
3301.00	72.4
3301.20	72.8
3301.40	70.4
3301.60	69.2
3301.80	70.8
3302.00	70.8
3302.20	71.2
3302.40	71.2
3302.60	70.4
3302.80	71.2
3303.00	70.2
3303.20	69
3303.40	67.6
3303.60	68.4
3303.80	66.4
3304.00	66.4
3304.20	68.8
3304.40	67.6
3304.60	67.2
3304.80	69.6
3305.00	67.6
3305.20	68.4
3305.40	69.8
3305.60	71.2
3305.80	70.4
3306.00	72.8
3306.20	72.8
3306.40	70.8
3306.60	68.4
3306.80	70.8
3307.00	74.4
3307.20	74.4
3307.40	71.6
3307.60	69.6
3307.80	68.8
3308.00	69.2
3308.20	69.2
3308.40	70.67
3308.60	73.6
3308.80	74.2
3309.00	72.8
3309.20	69.2
3309.40	70.4
3309.60	67.6
3309.80	69
3310.00	69.6
3310.20	69.6
3310.40	70.93
3310.60	72.8
3310.80	72.4
3311.00	73.6
3311.20	72.4
3311.40	68.8
3311.60	67.47
3311.80	68.8
3312.00	67.2
3312.20	71.6
3312.40	73.2
3312.60	73.2
3312.80	69.2
3313.00	70.67
3313.20	69.6
3313.40	71.6
3313.60	72.8
3313.80	74.8
3314.00	75.2
3314.20	75.6
3314.40	72.4
3314.60	71.6
3314.80	68.4
3315.00	72.8
3315.20	74.8
3315.40	74.8
3315.60	72.4
3315.80	66.8
3316.00	73.6
3316.20	72.8
3316.40	70.8
3316.60	76.8
3316.80	73.2
3317.00	73.2
3317.20	78
3317.40	77.2
3317.60	73.6
3317.80	75.2
3318.00	73.6
3318.20	71.2
3318.40	68.8
3318.60	69
3318.80	69.2
3319.00	72.8
3319.20	75.2
3319.40	75.2
3319.60	74.4
3319.80	75.6
3320.00	75.6
3320.20	75.6
3320.40	75.6
3320.60	74.4
3320.80	72.2
3321.00	71.6
3321.20	72.8
3321.40	72.6
3321.60	74.4
3321.80	72.4
3322.00	72.93
3322.20	72
3322.40	71.2
3322.60	73.6
3322.80	75.6
3323.00	74.4
3323.20	73.6
3323.40	75.2
3323.60	77.6
3323.80	70.4
3324.00	71.2
3324.20	74.8
3324.40	74.8
3324.60	74.4
3324.80	71.6
3325.00	71.6
3325.20	73.2
3325.40	75.6
3325.60	76.2
3325.80	75.6
3326.00	75
3326.20	76.8
3326.40	75.73
3326.60	73.8
3326.80	72.4
3327.00	72
3327.20	72.8
3327.40	75.2
3327.60	76.6
3327.80	74.8
3328.00	71
3328.20	70.8
3328.40	71.6
3328.60	71.4
3328.80	72
3329.00	73.2
3329.20	72.2
3329.40	72.8
3329.60	73.2
3329.80	73.6
3330.00	74.4
3330.20	75.6
3330.40	74.4
3330.60	73.6
3330.80	75.2
3331.00	76.4
3331.20	77.2
3331.40	77.6
3331.60	77.33
3331.80	76.2
3332.00	75.2
3332.20	76.8
3332.40	77.2
3332.60	76.8
3332.80	72.6
3333.4	70.4
3333.60	75.2
3333.80	76.8
3334.00	77
3334.20	77.6
3334.40	77.6
3334.60	78.8
3334.80	75.6
3335.00	75.2
3335.20	75.2
3335.40	74.4
3335.60	73.6
3335.80	72.8
3336.00	73.2
3336.20	72.8
3336.40	74.4
3336.60	76
3336.80	77.6
3337.00	78.8
3337.20	77.8
3337.40	76.2
3337.60	77.2
3337.80	77.4
3338.00	77.6
3338.20	77.2
3338.40	79.2
3338.60	81.2
3338.80	81.6
3339.00	80.2
3339.20	78.8
3339.40	72.8
3339.60	73.2
3339.80	77.2
3340.00	75.6
3340.20	73.6
3340.40	72.6
3340.60	72.4
3340.80	71.6
3341.00	71.6
3341.20	71.2
3341.40	74.8
3341.60	74.8
3341.80	77.2
3342.00	77.73
3342.20	78.8
3342.40	75.33
3342.60	73.6
3342.80	78
3343.00	81.2
3343.20	77.6
3343.40	77
3343.60	75.6
3343.80	75.6
3344.00	72.4
3344.20	74.4
3344.40	74.4
3344.60	75.2
3344.80	73.2
3345.00	76.8
3345.20	77.2
3345.40	76.4
3345.60	74
3345.80	76.8
3346.00	77.6
3346.20	78
3346.40	75.2
3346.60	74.8
3346.80	75.6
3347.00	78.8
3347.20	81.73
3347.40	80.8
3347.60	76.8
3347.80	72.4
3348.00	69.6
3348.20	71.6
3348.40	75.8
3348.60	76.8
3348.80	76.8
3349.00	76.8
3349.20	78.4
3349.40	81.2
3349.60	79.2
3349.80	78
3350.00	76.4
3350.20	73.6
3350.40	74
3350.60	74.8
3350.80	74.8
3351.00	78.2
3351.20	78
3351.40	76.4
3351.60	74.4
3351.80	76.4
3352.00	77.2
3352.20	77.2
3352.40	75.2
3352.60	75.2
3352.80	75.2
3353.00	75.2
3353.20	76.8
3353.40	79.6
3353.60	76.4
3353.80	78.8
3354.00	77.6
3354.20	78
3354.40	76.8
3354.60	70.8
3354.80	75.2
3355.00	78
3355.20	78
3355.40	76.8
3355.60	73.6
3355.80	73.6
3356.00	74.8
3356.20	75.5
3356.40	76.1
3356.60	76.4
3356.80	75.6
3357.00	73.2
3357.20	73.2
3357.40	76.4
3357.60	75
3357.80	75.6
3358.00	76.4
3358.20	76.2
3358.40	76.2
3358.60	77.6
3358.80	77.2
3359.00	75.6
3359.20	75.2
3359.40	76
3359.60	75.4
3359.80	73.4
3360.00	71.6
3360.20	73
3360.40	76.4
3360.60	77.2
3360.80	74.4
3361.00	73.6
3361.20	77.2
3361.40	81.2
3361.60	80.4
3361.80	78.4
3362.00	78.8
3362.20	78
3362.40	77.6
3362.60	76.4
3362.80	75.2
3363.00	81.2
3363.20	78
3363.40	77.6
3363.60	75.6
3363.80	78
3364.00	76.4
3364.20	78.8
3364.40	79.2
3364.60	76.4
3364.80	73.6
3365.00	74.4
3365.20	79.6
3365.40	71.6
3365.60	79.6
3365.80	78
3366.00	77.2
3366.20	76.67
3366.40	76.4
3366.60	73.6
3366.80	73.6
3367.00	75.6
3367.20	75.6
3367.40	74.4
3367.60	74.67
3367.80	75.2
3368.00	76
3368.20	76.8
3368.40	73.6
3368.60	72.4
3368.80	71.6
3369.00	72.8
3369.20	76.4
3369.40	75.33
3369.60	75.07
3369.80	75.6
3370.00	76.4
3370.20	74.8
3370.40	75
3370.60	75.6
3370.80	76
3371.00	75
3371.20	74.8
3371.40	74.8
3371.60	75.6
3371.80	76.4
3372.00	79.2
3372.20	78
3372.40	77.6
3372.60	77.6
3372.80	77.2
3373.00	79.2
3373.20	79.2
3373.40	80
3373.60	76.8
3373.80	73.2
3374.00	73.6
3374.20	75.2
3374.40	74.8
3374.60	76.8
3374.80	74.13
3375.00	72.8
3375.20	74.8
3375.40	77.2
3375.60	77.2
3375.80	78
3376.00	80
3376.20	80
3376.40	81.87
3376.60	79.2
3376.80	78.27
3377.00	78.8
3377.20	78.8
3377.40	78
3377.60	77.6
3377.80	79.4
3378.00	80.4
3378.20	81.2
3378.40	82
3378.60	78.8
3378.80	78
3379.00	76.8
3379.20	74
3379.40	73.2
3379.60	75.2
3379.80	77.2
3380.00	77.2
3380.20	80.2
3380.40	79.6
3380.60	76.8
3380.80	76.8
3381.00	76.8
3381.20	74.8
3381.40	74.8
3381.60	74.8
3381.80	74.4
3382.00	74.4
3382.20	73.6
3382.40	76.2
3382.60	77.6
3382.80	76.4
3383.00	76.4
3383.20	75.2
3383.40	76.4
3383.60	77.2
3383.80	77.2
3384.00	79.2
3384.20	77.2
3384.40	75.8
3384.60	74.4
3384.80	73.87
3385.00	74.4
3385.20	76.8
3385.40	76.8
3385.60	77.6
3385.80	75
3386.00	73
3386.20	73.2
3386.40	74.2
3386.60	74.4
3386.80	74.8
3387.00	75.6
3387.20	77.6
3387.40	77.2
3387.60	75.4
3387.80	73.2
3388.00	73
3388.20	74.8
3388.40	75.87
3388.60	75.6
3388.80	74.4
3389.00	72.8
3389.20	75
3389.40	74.8
3389.60	72.67
3389.80	72
3390.00	71.2
3390.20	71.6
3390.40	73.4
3390.60	75.2
3390.80	74.4
3391.00	74.4
3391.20	75.2
3391.40	73.2
3391.60	74
3391.80	74.4
3392.00	69.8
3392.20	70.2
3392.40	70
3392.60	70.4
3392.80	71.6
3393.00	74.4
3393.20	69.6
3393.40	70.6
3393.60	71.2
3393.80	70.6
3394.00	69.6
3394.20	70.6
3394.40	71.6
3394.60	75.6
3394.80	75.6
3395.00	75.6
3395.20	74.8
3395.40	71.6
3395.60	70
3395.80	70
3396.00	70.8
3396.20	71.2
3396.40	72.6
3396.60	71.2
3396.80	70.8
3397.00	73.2
3397.20	73.2
3397.40	71.6
3397.60	75.6
3397.80	74.4
3398.00	75
3398.20	73.6
3398.40	73.6
3398.60	74.53
3398.80	76.4
3399.00	75.2
3399.20	73.2
3399.40	71.6
3399.60	75.6
3399.80	78
3400.00	74.4
3400.20	71.2
3400.40	70.6
3400.60	72.4
3400.80	72
3401.00	71.2
3401.20	71.6
3401.40	74.8
3401.60	72.4
3401.80	69.6
3402.00	70.8
3402.20	73.47
3402.40	75.4
3402.60	76.6
3402.80	80
3403.00	76.8
3403.20	74.8
3403.40	72.4
3403.60	70.4
3403.80	72.4
3404.00	73
3404.20	74
3404.40	74.4
3404.60	71.2
3404.80	71.2
3405.00	68.4
3405.20	69.8
3405.40	71.2
3405.60	72.2
3405.80	71.6
3406.00	71.8
3406.20	72.27
3406.40	70.4
3406.60	68.6
3406.80	69.4
3407.00	70.8
3407.20	71.6
3407.40	71.2
3407.60	71.2
3407.80	70
3408.00	69.2
3408.20	73.2
3408.40	73.2
3408.60	73.2
3408.80	72
3409.00	73.2
3409.20	71.87
3409.40	70.4
3409.60	71.2
3409.80	73.6
3410.00	74.4
3410.20	72.8
3410.40	69.2
3410.60	67.6
3410.80	69.47
3411.00	71.6
3411.20	74.8
3411.40	72.8
3411.60	71.6
3411.80	73.6
3412.00	73.2
3412.20	71.8
3412.40	72.4
3412.60	73.4
3412.80	72
3413.00	67.6
3413.20	65.6
3413.40	70.8
3413.60	72.8
3413.80	70.6
3414.00	68.93
3414.20	67.6
3414.40	69.6
3414.60	69.6
3414.80	66.4
3415.00	65.07
3415.20	63.6
3415.40	65.8
3415.60	68.13
3415.80	71.6
3416.00	73.6
3416.20	74.4
3416.40	72.8
3416.60	71.6
3416.80	70.4
3417.00	70.4
3417.20	70.8
3417.40	67.6
3417.60	69.2
3417.80	69.2
3418.00	69.2
3418.20	67.2
3418.40	70.8
3418.60	74.8
3418.80	72.8
3419.00	72.4
3419.20	70.8
3419.40	67.6
3419.60	70.2
3419.80	70.4
3420.00	71.6
3420.20	70.8
3420.40	68.4
3420.60	71.2
3420.80	68.4
3421.00	70.4
3421.20	74.4
3421.40	68.8
3421.60	68.4
3421.80	67.8
3422.00	67.6
3422.20	68.2
3422.40	69.07
3422.60	68.8
3422.80	67.6
3423.00	67.2
3423.20	66.8
3423.40	65.6
3423.60	65.6
3423.80	66.2
3424.00	66.93
3424.20	67.2
3424.40	68.2
3424.60	68.8
3424.80	68.8
3425.00	69.2
3425.20	66.4
3425.40	68.4
3425.60	68.4
3425.80	70.8
3426.00	68.2
3426.20	69.2
3426.40	68.4
3426.60	66.4
3426.80	63.6
3427.00	65.6
3427.20	70.4
3427.40	68.8
3427.60	62.8
3427.80	64.4
3428.00	67.2
3428.20	69.2
3428.40	70.27
3428.60	69.20
3428.80	68.80
3429.00	72.40
3429.20	68.80
3429.40	69.60
3429.60	65.60
3429.80	69.60
3430.00	68.80
3430.20	62.80
3430.40	62.20
3430.60	65.20
3430.80	68.00
3431.00	68.80
3431.20	65.60
3431.40	65.60
3431.60	65.60
3431.80	66.60
3432.00	68.80
3432.20	68.40
3432.40	68.40
3432.60	66.80
3432.80	65.60
3433.00	67.20
3433.20	69.60
3433.40	69.60
3433.60	70.40
3433.80	67.60
3434.00	66.40
3434.20	65.07
3434.40	64.00
3434.60	63.60
3434.80	64.10
3435.00	65.10
3435.20	67.20
3435.40	66.40
3435.60	65.60
3435.80	63.20
3436.00	62.80
3436.20	62.80
3436.40	62.80
3436.60	62.40
3436.80	64.40
3437.00	65.20
3437.20	65.20
3437.40	65.60
3437.60	66.60
3437.80	68.40
3438.00	67.60
3438.20	66.80
3438.40	66.32
3438.60	64.56
3438.80	62.80
3439.00	61.20
3439.20	62.80
3439.40	66.40
3439.60	65.60
3439.80	66.80
3440.00	64.40
3440.20	62.80
3440.40	63.60
3440.60	63.33
3440.80	63.00
3441.00	64.40
3441.20	63.00
3441.40	65.60
3441.60	65.60
3441.80	66.00
3442.00	66.40
3442.20	65.73
3442.40	63.60
3442.60	65.60
3442.80	63.60
3443.00	61.40
3443.20	63.60
3443.40	64.93
3443.60	65.60
3443.80	66.80
3444.00	66.80
3444.20	64.40
3444.40	64.40
3444.60	65.20
3444.80	65.60
3445.00	64.27
3445.20	62.40
3445.40	61.60
3445.60	65.80
3445.80	66.80
3446.00	65.20
3446.20	62.80
3446.40	61.20
3446.60	65.20
3446.80	66.93
3447.00	65.60
3447.20	66.40
3447.40	65.60
3447.60	69.60
3447.80	69.60
3448.00	69.60
3448.20	67.60
3448.40	64.60
3448.60	60.80
3448.80	63.60
3449.00	68.80
3449.20	68.40
3449.40	66.80
3449.60	67.20
3449.80	68.20
3450.00	69.60
3450.20	69.60
3450.40	67.20
3450.60	66.80
3450.80	65.00
3451.00	63.20
3451.20	64.40
3451.40	66.80
3451.60	68.80
3451.80	66.40
3452.00	65.60
3452.20	66.40
3452.40	66.40
3452.60	68.40
3452.80	68.40
3453.00	67.60
3453.20	66.80
3453.40	64.13
3453.60	63.76
3453.80	65.68
3454.00	67.60
3454.20	67.20
3454.40	68.40
3454.60	64.40
3454.80	65.60
3455.00	68.40
3455.20	67.87
3455.40	66.40
3455.60	65.40
3455.80	67.20
3456.00	64.40
3456.20	64.00
3456.40	64.93
3456.60	67.60
3456.80	68.40
3457.00	66.80
3457.20	66.80
3457.40	68.80
3457.60	67.80
3457.80	69.60
3458.00	69.60
3458.20	68.40
3458.40	66.80
3458.60	65.40
3458.80	63.20
3459.00	65.00
3459.20	69.60
3459.40	68.40
3459.60	66.80
3459.80	65.60
3460.00	62.40
3460.20	63.20
3460.40	67.20
3460.60	66.40
3460.80	67.60
3461.00	66.80
3461.20	65.20
3461.40	65.60
3461.60	63.60
3461.80	65.60
3462.00	64.53
3462.20	60.80
3462.40	59.00
3462.60	61.20
3462.80	64.40
3463.00	64.40
3463.20	67.60
3463.40	66.40
3463.60	68.80
3463.80	65.60
3464.00	64.80
3464.20	68.80
3464.40	67.20
3464.60	65.60
3464.80	67.20
3465.00	65.60
3465.20	62.80
3465.40	65.20
3465.60	69.60
3465.80	69.20
3466.00	67.20
3466.20	65.80
3466.40	63.60
3466.60	64.40
3466.80	65.60
3467.00	66.40
3467.20	69.20
3467.40	70.27
3467.60	71.60
3467.80	68.40
3468.00	66.80
3468.20	65.60
3468.40	65.60
3468.60	64.00
3468.80	65.60
3469.00	67.60
3469.20	66.27
3469.40	66.80
3469.60	67.20
3469.80	70.80
3470.00	70.40
3470.20	69.60
3470.40	68.80
3470.60	65.00
3470.80	63.60
3471.00	65.20
3471.20	66.80
3471.40	67.60
3471.60	67.20
3471.80	67.20
3472.00	66.60
3472.20	67.20
3472.40	63.60
3472.60	65.20
3472.80	64.40
3473.00	63.20
3473.20	66.80
3473.40	65.60
3473.60	66.80
3473.80	67.60
3474.00	65.60
3474.20	63.80
3474.40	65.20
