Depth	ROP	Gas
4062.6	1.01	444.08
4062.8	1.01	444.17
4063	0.99	444.29
4063.2	1.00	444.14
4063.4	1.01	444.02
4063.6	1.01	443.3
4063.8	1.12	442.27
4064	1.12	434.13
4064.2	1.12	417.3
4064.4	1.12	398.5
4064.6	1.23	374.21
4064.8	1.15	356.26
4065	1.23	344.29
4065.2	1.23	325.99
4065.4	1.12	316.69
4065.6	1.07	302.04
4065.8	1.07	298.3
4066	1.06	291.92
4066.2	1.03	289.13
4066.4	1.37	290.25
4066.6	1.37	374.69
4066.8	1.13	377.85
4067	1.13	383.81
4067.2	1.13	386.93
4067.4	1.13	390.01
4067.6	0.86	393.21
4067.8	0.86	396.3
4068	0.86	399.45
4068.2	1.06	405.6
4068.4	1.06	408.64
4068.6	1.06	411.66
4068.8	0.98	414.87
4069	0.98	415.22
4069.2	1.05	418.49
4069.4	1.05	421.49
4069.6	1.01	427.45
4069.8	0.96	436.13
4070	0.93	438.21
4070.2	0.95	441.38
4070.4	0.95	444.34
4070.6	1.02	444.66
4070.8	1.02	447.55
4071	1.05	450.57
4071.2	1.05	450.72
4071.4	1.02	453.8
4071.6	1.04	454.04
4071.8	1.08	456.96
4072	1.03	457.05
4072.2	1.03	457.05
4072.4	1.03	457.04
4072.6	1.03	456.98
4072.8	1.03	454.03
4073	1.06	453.22
4073.2	1.06	450.3
4073.4	1.09	450.12
4073.6	1.09	437.86
4073.8	1.06	430.46
4074	1.06	418.61
4074.2	1.06	401.23
4074.4	1.02	394.8
4074.6	1.02	380.59
4074.8	1.02	380.19
4075	1.06	373.35
4075.2	1.06	346.01
4075.4	1.06	342.88
4075.6	1.06	337.06
4075.8	1.06	333.41
4076	1.08	330.12
4076.2	1.08	329.17
4076.4	1.21	322.82
4076.6	10.07	373.89
4076.8	2.16	383.96
4077	2.16	388.61
4077.2	2.16	391.63
4077.4	2.16	391.91
4077.6	0.97	395.48
4077.8	0.97	398.58
4078	0.97	405.19
4078.2	0.97	408.36
4078.4	1.07	415.01
4078.6	1.07	415.28
4078.8	1.07	415.45
4079	1.07	422.13
4079.2	1.07	422.36
4079.4	1.06	428.23
4079.6	1.06	431.22
4079.8	1.06	431.51
4080	1.06	432.32
4080.2	1.09	438.19
4080.4	1.14	443.59
4080.6	1.14	452.73
4080.8	1.14	455.24
4081	1.06	455.39
4081.2	1.06	457.17
4081.4	1.06	452.41
4081.6	1.06	451.21
4081.8	1.15	451.13
4082	1.15	446.92
4082.2	1.15	446.11
4082.4	1.15	437.74
4082.6	1.04	424.29
4082.8	1.04	408.36
4083	1.08	393.55
4083.2	1.07	377.59
4083.4	1.09	359.48
4083.6	1.09	349.56
4083.8	1.07	336.86
4084	1.07	316.97
4084.2	1.07	309.98
4084.4	1.06	294.71
4084.6	1.05	289.03
4084.8	1.05	280.05
4085	1.06	273.74
4085.2	1.06	103.83
4085.4	10.83	331.61
4085.6	5.49	334.69
4085.8	5.49	341.16
4086.2	0.80	347.72
4086.4	0.73	351.49
4086.6	0.87	355.19
4086.8	0.94	358.25
4087	0.94	361.65
4087.2	0.94	364.71
4087.4	0.97	367.73
4087.6	0.97	371.42
4087.8	0.99	372.17
4088	0.99	375.32
4088.2	0.99	378.97
4088.4	1.02	385.82
4088.6	1.09	387.15
4088.8	1.09	393.91
4089	1.09	394.03
4089.2	1.07	394.09
4089.4	1.07	394.03
4089.6	1.01	394.18
4089.8	0.97	395.77
4090	0.97	393.93
4090.2	1.06	393.37
4090.4	1.05	392.82
4090.6	1.12	393.41
4090.8	1.10	393.4
4091	1.10	392.71
4091.2	1.10	389.82
4091.4	1.02	385.56
4091.6	1.03	380.75
4091.8	1.15	377.52
4092	1.16	371.53
4092.2	1.16	367.93
4092.4	1.16	358.94
4092.6	1.12	352.83
4092.8	1.12	327.33
4093	1.08	323.68
4093.2	1.08	316.3
4093.4	1.08	309.28
4093.6	1.08	293.03
4093.8	1.08	289.3
4094	1.08	280.7
4094.2	1.03	166.38
4094.4	1.03	151.6
4094.6	1.04	148.5
4094.8	1.02	145.15
4095	1.00	148.34
4095.2	1.05	168.25
4095.4	1.05	176.65
4095.6	1.05	164.7
4095.8	1.05	164.68
4096	0.84	164.74
4096.2	1.74	167.57
4096.4	1.86	167.63
4096.6	5.64	167.63
4096.8	5.74	171.29
4097	4.38	171.5
4097.2	9.58	178.48
4097.4	6.18	184.55
4097.6	6.37	188.61
4097.8	9.74	192.16
4098	2.38	195.09
4098.2	8.00	202.75
4098.4	2.53	221.06
4098.6	4.30	242.28
4098.8	6.02	269.53
4099	4.32	341.74
4099.2	1.19	342.03
4099.6	0.83	345.08
4099.8	0.82	345.26
4100	0.82	348.7
4100.2	1.00	348.71
4100.4	0.96	348.71
4100.6	0.94	350.91
4100.8	0.95	351.47
4101	0.93	348.59
4101.2	0.91	348.54
4101.4	0.93	343.13
4101.6	0.94	340.22
4101.8	0.96	336.81
4102	0.97	310.31
4102.2	0.95	300.92
4102.4	0.96	296.56
4102.6	0.96	165.02
4102.8	0.92	145.12
4103	0.91	141.35
4103.2	0.92	135.5
4103.4	0.93	129.61
4103.6	0.93	148.12
4103.8	0.93	170.44
4104	0.91	172.58
4104.2	0.91	185.46
4104.4	4.72	192.89
4104.6	1.60	181.3
4104.8	0.84	181.28
4105	0.94	181.27
4105.2	1.55	181.36
4105.4	11.83	181.52
4105.6	10.36	179.88
4105.8	6.44	179.51
4106	3.99	176.44
4106.2	4.02	176.39
4106.4	5.58	176.37
4106.6	3.48	165.96
4106.8	6.48	181.85
4107	3.36	185.3
4107.2	8.50	188.71
4107.4	2.44	188.34
4107.6	3.94	191.72
4107.8	2.89	215.74
4108	4.23	242.39
4108.2	3.61	361.44
4108.4	1.36	362.24
4108.6	1.02	365.17
4108.8	0.82	379.39
4109	0.96	375.78
4109.2	1.07	337.78
4109.4	1.15	325.59
4109.6	1.15	333.09
4109.8	1.04	344.69
4110	1.01	353.26
4110.2	1.00	353.27
4110.4	1.03	350.07
4110.6	1.05	349.96
4110.8	1.04	315.15
4111	1.03	308.26
4111.2	1.03	307.57
4111.4	1.01	293.72
4111.6	0.97	286.28
4111.8	0.97	282.93
4112	0.97	270.33
4112.2	1.01	263.92
4112.4	0.97	254.03
4112.6	0.97	253.78
4112.8	0.98	243.62
4113	0.97	229.52
4113.2	0.95	228.51
4113.4	0.96	216.63
4113.6	0.99	213.58
4113.8	1.02	213.08
4114	1.02	203.28
4114.2	0.99	202.35
4114.4	0.96	196
4114.6	2.27	189.3
4114.8	4.19	189.21
4115	1.45	154.43
4115.2	0.83	154.38
4115.4	1.85	154.33
4115.6	1.93	154.16
4115.8	17.34	154.82
4116	7.57	160.57
4116.2	3.85	161.36
4116.4	6.54	162.1
4116.6	3.73	165.01
4116.8	5.52	168.23
4117	6.63	167.83
4117.2	3.33	171.09
4117.4	4.10	183.11
4117.6	3.15	209.04
4117.8	5.00	382.55
4118	5.00	385.58
4118.2	1.03	395.68
4118.4	0.86	401.98
4118.6	0.93	404.99
4118.8	1.05	405.21
4119	1.08	408.93
4119.2	1.01	415.38
4119.4	0.97	246.4
4119.6	0.96	239.81
4119.8	0.97	232.08
4120	0.96	211.19
4120.2	0.91	205.45
4120.4	0.89	246.43
4120.6	0.90	256.15
4120.8	0.94	294.51
4121	0.95	310.33
4121.2	0.91	310.47
4121.4	0.91	310.68
4121.6	0.91	310.72
4121.8	0.93	307.84
4122	0.89	306.31
4122.2	0.88	293.49
4122.4	0.91	273.3
4122.6	0.91	270.2
4122.8	0.92	263.57
4123	0.93	256.32
4123.2	0.94	229.63
4123.4	0.95	223.52
4123.6	0.94	219.31
4123.8	5.57	457.55
4124	1.40	458.17
4124.2	0.87	461.3
4124.6	0.73	473.45
4124.8	0.97	482.47
4125	1.11	496.73
4125.2	1.04	503.51
4125.4	1.00	512.71
4125.6	1.00	512.86
4125.8	1.02	516.34
4126	1.02	522.49
4126.2	1.01	528.62
4126.4	1.03	530.46
4126.6	1.03	533.91
4126.8	1.04	545.94
4127	1.02	551.83
4127.2	1.09	563.44
4127.4	1.08	566.49
4127.6	1.04	570.04
4127.8	1.03	576.05
4128	1.12	579.01
4128.2	1.13	582.03
4128.4	1.07	582.43
4128.6	1.07	582.5
4128.8	1.12	585.32
4129	1.14	582.44
4129.2	1.12	582.35
4129.4	1.10	578.05
4129.6	1.13	554.01
4129.8	1.20	539.96
4130	1.23	535.36
4130.2	1.23	525.15
4130.4	1.23	509.75
4130.6	1.19	492.66
4130.8	1.14	474.32
4131	1.18	451.33
4131.2	1.19	436.67
4131.4	1.14	403.7
4131.6	1.11	384.16
4131.8	1.14	368.39
4132	1.20	358.14
4132.2	1.20	325.83
4132.4	1.18	304.34
4132.6	1.17	297.42
4132.8	1.13	288.59
4133	1.05	276.16
4133.2	1.06	269.55
4133.4	1.09	246.32
4133.6	1.05	233.3
4133.8	3.93	232.42
4134	2.41	168.45
4134.2	0.83	171.5
4134.4	2.04	174.52
4134.6	2.22	174.97
4134.8	2.69	175.09
4135	14.12	174.46
4135.2	17.19	166.51
4135.4	3.19	140.24
4135.6	6.59	139.58
4135.8	2.21	133.34
4136	150.00	140.05
4136.2	18.13	142.96
4136.4	8.52	149.21
4136.6	6.24	341.2
4136.8	2.83	243.2
4137	8.46	521.3
4137.2	1.72	524.45
4137.4	1.05	524.54
4137.6	0.96	524.71
4137.8	0.95	527.58
4138	1.00	527.52
4138.2	1.07	524.69
4138.4	1.17	520.62
4138.6	1.23	506.58
4138.8	1.16	488.21
4139	1.12	484
4139.2	1.04	476.17
4139.4	1.07	467.35
4139.6	1.04	384.2
4139.8	1.04	430.01
4140	1.03	401.55
4140.2	1.06	386.91
4140.4	1.09	364.99
4140.6	1.08	340.47
4140.8	1.04	326.88
4141	1.04	313.11
4141.2	1.04	302.51
4141.4	1.02	278.53
4141.6	1.02	278.23
4141.8	1.01	274.85
4142	1.00	259.05
4142.2	1.04	255.4
4142.4	1.04	232.93
4142.6	13.25	226.48
4142.8	1.91	147.27
4143.2	1.05	154.33
4143.4	1.62	162.89
4143.6	2.07	169.27
4143.8	2.21	169.06
4144	11.93	192
4144.2	3.10	227.73
4144.4	6.52	263.71
4144.6	7.08	314.86
4144.8	4.89	457.94
4145	1.78	479.33
4145.2	1.42	496.66
4145.4	1.39	499.09
4145.6	1.43	502.61
4145.8	1.51	507.07
4146	1.51	509.18
4146.2	1.37	513.64
4146.4	1.42	528.24
4146.6	1.38	528.5
4146.8	1.42	534.11
4147	1.38	537.27
4147.2	1.49	541.71
4147.4	1.55	544.95
4147.6	1.61	548.08
4147.8	1.56	550.95
4148	1.73	408.69
4148.2	1.66	433.2
4148.4	1.62	505.76
4148.6	1.58	514.74
4148.8	1.67	515.42
4149	1.64	513.07
4149.2	1.63	509.48
4149.4	1.64	506.29
4149.6	1.60	483.96
4149.8	1.58	459.72
4150	1.55	432.94
4150.2	1.55	400.9
4150.4	1.57	360.89
4150.6	1.61	334.74
4150.8	1.57	295.68
4151	1.63	245.73
4151.2	1.57	218.78
4151.4	1.52	212.3
4151.6	1.56	182.54
4151.8	1.55	166.19
4152	1.49	159.13
4152.2	8.29	158.65
4152.4	2.82	135.5
4152.6	1.10	134.93
4152.8	10.40	142.22
4153	10.40	139.3
4153.2	9.04	144.41
4153.4	9.97	151.72
4153.6	3.24	155.94
4153.8	7.50	162.48
4154	5.89	170.25
4154.2	6.51	175.96
4154.4	24.59	187.87
4154.6	8.02	201.12
4154.8	4.72	234.99
4155	5.82	292.47
4155.2	5.58	662.44
4155.4	1.51	686.82
4155.6	1.18	690.04
4155.8	0.92	701.49
4156	0.82	717.36
4156.2	0.77	739.08
4156.4	0.91	1191.38
4156.6	1.02	1196.18
4156.8	1.05	1195.63
4157	1.06	1194.82
4157.2	1.05	1198.77
4157.4	0.88	1203.77
4157.6	0.84	1207.22
4157.8	0.86	1207.34
4158	0.87	1205.22
4158.2	0.93	1203.88
4158.4	0.94	1202.38
4158.6	0.95	1191.71
4158.8	0.94	1160.89
4159	0.91	735.21
4159.2	0.89	699.2
4159.4	0.89	695.91
4159.6	0.91	689.29
4159.8	0.92	622.77
4160	0.93	556.48
4160.2	0.93	531.25
4160.4	0.91	526.13
4160.6	0.90	500.45
4160.8	0.90	461.49
4161	0.90	434.05
4161.2	0.91	421.3
4161.4	1.00	386.42
4161.6	5.22	370.35
4161.8	1.73	263.37
4162	0.84	269.4
4162.2	2.26	278.15
4162.4	1.71	281.47
4162.6	1.76	287.9
4162.8	2.39	292.11
4163	2.28	304
4163.2	3.18	308.25
4163.4	2.87	317.4
4163.6	6.47	320.79
4163.8	2.27	324.43
4164	4.75	340.74
4164.2	7.65	576.21
4164.4	1.89	590.72
4164.6	1.12	595.87
4164.8	0.95	598.75
4165	0.73	608.53
4165.2	0.72	625.35
4165.4	0.96	657.98
4165.6	1.01	678.01
4165.8	1.04	690.15
4166	1.04	692.92
4166.2	1.01	702.1
4166.4	0.92	713.38
4166.6	0.96	722.2
4166.8	0.97	722.43
4167	0.96	729.82
4167.2	0.95	734.2
4167.4	0.93	734.5
4167.6	0.94	736.38
4167.8	0.99	736.55
4168	0.99	381.99
4168.2	0.97	371.37
4168.4	0.96	353.19
4168.6	0.97	326.75
4168.8	1.01	378.74
4169	1.03	549.09
4169.2	1.03	569.27
4169.4	1.04	573.86
4169.6	1.04	574.11
4169.8	0.99	577.32
4170	1.04	577.32
4170.2	1.05	573.25
4170.4	1.04	560.48
4170.6	1.08	537.94
4170.8	1.11	502.33
4171	1.05	444.79
4171.2	1.03	436.83
4171.4	1.10	421.06
4171.6	18.40	243.91
4171.8	2.48	236.49
4172	7.35	216.92
4172.2	6.02	194.78
4172.4	27.40	170.83
4172.6	10.20	182.4
4172.8	34.68	199.3
4173	5.97	209.05
4173.2	3.06	410.64
4173.4	1.08	421.71
4173.6	1.13	448.5
4173.8	2.21	468.19
4174	1.97	493.09
4174.2	1.42	499.43
4174.4	1.20	520.38
4174.6	1.13	544.74
4174.8	1.18	550.31
4175	1.21	557.6
4175.2	1.16	566.73
4175.4	1.13	572.37
4175.6	1.09	577.13
4175.8	1.06	590.16
4176	1.04	610.25
4176.2	1.04	613.55
4176.4	1.04	619.91
4176.6	1.04	632.6
4176.8	1.02	639.74
4177	1.00	639.95
4177.2	1.03	643.36
4177.4	1.06	646.54
4177.6	1.08	645.64
4177.8	1.10	645.85
4178	1.07	648.67
4178.2	1.03	645.81
4178.4	1.01	642.92
4178.6	1.00	635.89
4178.8	0.98	628.62
4179	0.98	622.59
4179.2	0.99	608.31
4179.4	1.02	593.67
4179.6	1.02	578.5
4179.8	1.00	561.94
4180	1.02	526.09
4180.2	1.10	521.34
4180.4	1.10	499.71
4180.6	2.19	490.33
4180.8	1.72	490.33
4181	0.79	517.85
4181.2	0.64	522.62
4181.4	0.67	525.95
4181.6	0.98	529.57
4181.8	1.08	533.44
4182	1.03	544.58
4182.2	1.06	550.78
4182.4	1.06	551.07
4182.6	1.04	556.45
4182.8	1.05	562.45
4183	1.03	574.03
4183.2	1.02	574.58
4183.4	1.00	587.14
4183.6	1.02	592.94
4183.8	1.01	596.04
4184	0.98	602.15
4184.2	1.06	608.46
4184.4	1.11	611.71
4184.6	1.09	546.4
4184.8	0.97	657.63
4185	0.97	655.07
4185.2	1.04	658.39
4185.4	1.08	658.61
4185.6	1.08	663.33
4185.8	1.05	664.78
4186	1.02	667.9
4186.2	0.97	671.4
4186.4	0.96	674.45
4186.6	0.99	677.67
4186.8	1.03	680.87
4187	1.03	681.07
4187.2	1.03	681.2
4187.4	1.05	684.28
4187.6	1.04	687.13
4187.8	1.07	687.15
4188	1.06	688.82
4188.2	1.02	688.83
4188.4	1.00	685.99
4188.6	1.00	382.63
4188.8	1.03	376.65
4189	1.09	353.9
4189.2	1.09	325.21
4189.4	1.05	357.49
4189.6	1.06	439.42
4189.8	1.03	489.93
4190	1.07	514.23
4190.2	1.08	517.44
4190.4	1.05	517.82
4190.6	1.05	520.77
4190.8	1.68	515.23
4191	1.15	515.29
4191.2	0.76	518.2
4191.4	0.93	518.2
4191.6	1.19	524.38
4191.8	1.22	528.63
4192	1.11	531.92
4192.2	1.11	535.1
4192.4	1.13	538.21
4192.6	1.12	541.22
4192.8	1.09	542.63
4193	1.09	548.53
4193.2	1.13	551.66
4193.4	1.16	556.11
4193.6	1.14	556.16
4193.8	1.10	559.18
4194	1.13	562.13
4194.2	1.20	566.34
4194.4	1.18	570.4
4194.6	1.12	570.84
4194.8	1.14	573.84
4195	1.14	575.03
4195.2	1.10	577.78
4195.4	1.08	582.58
4195.6	1.07	582.52
4195.8	1.05	582.53
4196	1.01	581.3
4196.2	1.01	581.39
4196.4	1.01	580.27
4196.6	1.03	575.04
4196.8	1.06	573.64
4197	1.05	570.74
4197.2	1.03	570.49
4197.4	1.04	345.79
4197.6	1.04	418.29
4197.8	1.03	439.29
4198	1.04	387.2
4198.2	1.02	443.09
4198.4	1.03	439.18
4198.6	1.06	419.6
4198.8	1.07	411.53
4199	1.04	400.82
4199.2	1.03	397.32
4199.4	1.03	389.07
4199.6	2.14	385.22
4199.8	1.57	388.23
4200	1.08	388.37
4200.2	0.67	391.33
4200.4	0.62	395.63
4200.6	0.74	396.38
4200.8	0.98	399.48
4201	1.00	405.59
4201.2	0.95	405.87
4201.4	0.91	408.86
4201.6	0.90	417.69
4201.8	0.92	421.49
4202.2	0.96	425.23
4202.4	1.00	429.21
4202.6	1.01	432.4
4202.8	0.96	433.29
4203	0.91	439.81
4203.2	0.90	442.87
4203.4	0.93	446
4203.6	0.95	446.07
4203.8	0.95	449.7
4204	0.98	450.4
4204.2	1.01	451.9
4204.4	1.00	454.84
4204.6	0.97	456.23
4204.8	0.94	457.46
4205	0.91	461.49
4205.2	0.92	461.48
4205.4	0.92	458.61
4205.6	0.96	454.85
4205.8	0.99	454.73
4206	1.02	449.51
4206.2	1.05	438.1
4206.4	1.04	428.58
4206.6	1.05	421.62
4206.8	1.02	412.21
4207	0.99	404.36
4207.2	0.99	361.35
4207.4	0.99	354.63
4207.6	0.98	349.48
4207.8	0.99	347.32
4208	0.99	343.87
4208.2	0.98	335.3
4208.4	0.95	320.3
4208.6	0.95	310.47
4208.8	0.94	306.38
4209	6.04	294.71
4209.2	2.22	116.18
4209.4	3.38	136.99
4209.6	1.84	161.08
4209.8	4.83	166.35
4210	4.59	166.09
4210.2	2.92	168.22
4210.4	5.99	175.93
4210.6	8.63	179.78
4210.8	3.77	183.88
4211	8.49	195.88
4211.2	2.81	203.51
4211.4	3.78	217.58
4211.6	3.26	294.21
4211.8	1.94	298.02
4212	1.03	303.46
4212.2	0.88	313
4212.4	0.89	272.4
4212.6	0.93	324.52
4212.8	0.96	334.62
4213	0.99	340.4
4213.2	0.98	352.77
4213.4	1.02	352.75
4213.6	1.11	360.76
4213.8	1.05	367.02
4214	0.98	370.22
4214.2	0.97	376.34
4214.4	0.97	377.39
4214.6	0.93	381.37
4214.8	0.93	384.53
4215	0.93	391.03
4215.2	0.93	417.47
4215.4	0.95	308.84
4215.6	0.96	296.92
4215.8	0.96	263.04
4216	0.96	102.89
4216.2	1.00	341.09
4216.4	1.02	370.09
4216.6	0.98	387.65
4216.8	0.94	393.55
4217	0.95	396.92
4217.2	0.95	396.98
4217.4	0.95	397.15
4217.6	0.96	397.28
4217.8	0.98	393.88
4218	0.99	393.9
4218.2	0.95	391.04
4218.4	1.36	387.43
4218.6	1.32	299.21
4218.8	0.85	302.17
4219	0.85	305.1
4219.2	0.70	305.87
4219.4	0.68	317.45
4219.6	0.95	323.98
4219.8	1.12	332.37
4220	1.04	343.78
4220.2	1.01	352.5
4220.4	1.01	368.77
4220.6	1.01	373.82
4220.8	0.91	384.67
4221	0.92	390.97
4221.2	0.93	397.7
4221.4	0.93	403.74
4221.6	0.93	409.9
4221.8	0.89	415.98
4222	0.89	416.18
4222.2	0.87	419.18
4222.4	0.91	423.31
4222.6	0.94	424.67
4222.8	0.95	433.73
4223	0.94	446.61
4223.2	0.95	449.51
4223.4	0.97	464.02
4223.6	0.99	467.06
4223.8	0.98	467.42
4224	1.00	467.91
4224.2	1.00	470.93
4224.4	0.97	471.21
4224.6	0.99	471.38
4224.8	1.04	474.32
4225	1.01	474.49
4225.2	1.01	471.79
4225.4	1.04	471.79
4225.6	1.01	468.79
4225.8	1.03	468.57
4226	1.00	460.14
4226.2	0.97	454.33
4226.4	0.98	449.57
4226.6	1.00	441.52
4226.8	1.02	425.59
4227	1.02	410.01
4227.2	1.00	397.95
4227.4	0.98	389.67
4227.6	0.95	379.16
4227.8	0.95	369.05
4228	0.92	357.49
4228.2	3.72	350.7
4228.4	2.09	178.21
4228.6	0.88	181.55
4228.8	1.81	186.76
4229	4.41	193.24
4229.2	2.72	191.09
4229.4	2.57	190.8
4229.6	7.38	193.1
4229.8	7.38	203.85
4230	7.09	223.05
4230.2	7.51	332.03
4230.4	1.54	337.38
4230.6	1.02	338.27
4230.8	1.02	324.09
4231	0.97	314.75
4231.2	1.02	275.99
4231.4	1.02	281.06
4231.6	1.03	329.26
4231.8	1.05	383.71
4232	1.01	399.37
4232.2	0.97	415.01
4232.4	0.94	426.59
4232.6	0.95	441.28
4232.8	1.03	444.54
4233	1.07	444.79
4233.2	1.07	460.81
4233.4	1.02	463.84
4233.6	0.95	464.4
4233.8	0.97	470.57
4234	1.03	470.8
4234.2	1.06	477.05
4234.4	1.06	478.42
4234.6	1.01	481.57
4234.8	0.96	484.52
4235	0.91	488.95
4235.2	0.92	497.77
4235.4	1.05	500.89
4235.6	1.09	501.04
4235.8	1.04	501.36
4236	1.04	498.68
4236.2	0.91	498.78
4236.4	0.89	498.75
4236.6	0.90	498.69
4236.8	1.00	495.78
4237	1.07	490.04
4237.2	1.05	481.32
4237.4	5.27	335.38
4237.6	2.31	332.28
4237.8	2.31	332.11
4238	0.74	332.07
4238.2	0.69	331.98
4238.4	0.94	331.74
4238.6	1.06	331.74
4238.8	1.07	333.58
4239	1.13	336.91
4239.2	1.08	336.91
4239.4	1.04	336.96
4239.6	0.95	339.89
4239.8	0.94	340.03
4240	0.96	342.97
4240.2	1.01	349.47
4240.4	1.00	353.87
4240.6	1.06	359.76
4240.8	1.06	363.48
4241	1.06	369.42
4241.2	1.00	369.51
4241.4	0.98	372.51
4241.6	1.00	372.73
4241.8	1.00	261.63
4242	1.01	257.85
4242.2	1.02	242.37
4242.4	1.04	251.53
4242.6	1.09	311.61
4242.8	1.02	386.05
4243	1.15	393.69
4243.2	1.19	393.93
4243.4	1.08	400.16
4243.6	1.05	400.35
4243.8	1.04	400.64
4244	1.07	403.75
4244.2	1.09	404.06
4244.4	1.09	404.39
4244.6	1.09	407.28
4244.8	1.15	407.41
4245	1.13	406.75
4245.2	1.05	406.69
4245.4	1.00	406.7
4245.6	1.06	398.03
4245.8	1.08	394.6
4246	1.10	391.72
4246.2	1.09	391.06
4246.4	1.08	388.1
4246.6	1.02	388.06
4246.8	1.01	383.69
4247	1.35	382.86
4247.2	1.39	376.74
4247.4	6.98	373
4247.6	4.06	258.14
4247.8	1.38	261.06
4248	0.80	244.72
4248.2	0.72	228.93
4248.4	0.64	222
4248.6	0.85	220.92
4248.8	1.01	281.19
4249	1.14	295.12
4249.2	1.09	314.89
4249.4	1.12	318.24
4249.6	1.10	329.66
4249.8	1.07	333.17
4250	1.06	333.48
4250.2	1.12	334.16
4250.4	1.12	336.39
4250.6	1.17	333.57
4250.8	1.13	332.26
4251	1.20	328.53
4251.2	1.23	315.78
4251.4	1.21	299.87
4251.6	1.12	299.63
4251.8	1.08	284.17
4252	1.09	267.91
4252.2	1.20	255.32
4252.4	7.93	227.07
4252.6	4.01	150.54
4252.8	1.42	150.5
4253	1.34	153.24
4253.2	2.36	153.08
4253.4	3.09	155.35
4253.6	3.67	158.13
4253.8	2.42	158.35
4254	5.03	161.69
4254.2	4.95	165.07
4254.4	4.40	172.03
4254.6	2.90	176.08
4254.8	3.56	181.86
4255	1.39	88.74
4255.2	1.09	97.46
4255.4	0.90	135.67
4255.6	0.86	146.53
4255.8	0.86	160.54
4256	1.01	164.88
4256.2	0.98	173.88
4256.4	3.73	278.49
4256.6	3.73	279.09
4256.8	0.92	283.61
4257	0.69	283.88
4257.2	0.60	288.14
4257.4	0.92	299.31
4257.6	1.03	302.45
4257.8	0.99	305.82
4258	1.01	310.42
4258.2	1.01	317.72
4258.4	0.98	324.98
4258.6	0.98	336.64
4258.8	1.00	339.79
4259	1.00	349.6
4259.2	0.99	356.03
4259.4	0.98	363.39
4259.6	0.96	363.48
4259.8	0.95	366.69
4260	1.00	370.58
4260.2	1.00	374.33
4260.4	1.01	375.29
4260.6	1.01	379
4260.8	1.03	382.16
4261	1.06	385.1
4261.2	1.07	388.2
4261.4	1.03	391.37
4261.6	1.02	394.44
4261.8	1.02	393.56
4262	1.02	395.94
4262.2	1.05	398.91
4262.4	1.06	398
4262.6	1.11	396.41
4262.8	1.07	399.12
4263	1.08	399.07
4263.2	1.09	396.8
4263.4	1.09	396.02
4263.6	1.16	392.91
4263.8	1.23	388.95
4264	1.23	373.47
4264.2	1.11	369.21
4264.4	1.15	346.96
4264.6	1.12	316.63
4264.8	1.09	313.36
4265	0.99	309.28
4265.2	0.98	309.13
4265.4	1.03	303.24
4265.6	1.04	299.31
4265.8	1.03	296.25
4266	1.00	296.11
4266.2	0.97	296.03
4266.4	0.97	349.3
4266.6	1.79	363.55
4266.8	1.79	371.52
4267	0.85	375.43
4267.2	0.84	378.76
4267.4	1.02	387.83
4267.6	1.08	396.46
4267.8	1.06	398.5
4268	1.03	407.36
4268.2	1.09	413.14
4268.4	1.12	418.92
4268.6	1.12	427.75
4268.8	1.08	430.99
4269	1.04	434.13
4269.2	1.04	432.11
4269.4	1.04	435.28
4269.6	1.07	435.46
4269.8	1.11	435.71
4270	1.10	435.99
4270.2	1.09	441.64
4270.4	1.07	441.75
4270.6	1.06	443.38
4270.8	1.05	443.45
4271	1.05	443.41
4271.2	1.11	440.46
4271.4	1.10	433.44
4271.6	1.07	432.41
4271.8	1.07	427.39
4272	1.13	420.93
4272.2	1.12	408.75
4272.4	1.12	395.5
4272.6	1.10	389.13
4272.8	1.13	354.56
4273	1.13	339.27
4273.2	1.13	335.74
4273.4	1.10	330.41
4273.6	1.07	312.52
4273.8	1.05	309.35
4274	1.08	302.62
4274.2	1.08	298.55
4274.4	1.10	230.12
4274.6	1.11	207.32
4274.8	1.10	198.58
4275	1.10	209.97
4275.2	1.17	265.91
4275.4	2.22	338.38
4275.6	1.90	338.51
4276	0.88	338.74
4276.2	0.62	344.8
4276.4	0.76	345.71
4276.6	1.02	345.8
4276.8	1.08	345.87
4277	1.08	349.37
4277.2	1.00	349.47
4277.4	0.97	351.88
4277.6	0.90	355.47
4277.8	0.97	355.53
4278	1.00	355.68
4278.2	0.95	355.9
4278.4	0.96	358.76
4278.6	0.98	358.85
4278.8	0.96	358.94
4279	0.95	361.84
4279.2	0.95	362.5
4279.4	0.97	362.68
4279.6	0.97	366.24
4279.8	0.95	366.29
4280	1.70	369.76
4280.2	1.74	370.42
4280.4	1.15	372.74
4280.6	1.15	373.32
4280.8	0.98	373.33
4281	1.08	372.61
4281.2	1.10	365.04
4281.4	1.05	360.89
4281.6	1.13	357.54
4281.8	1.13	345.35
4282	1.21	331.61
4282.2	1.19	323.7
4282.4	1.07	316.95
4282.6	1.07	265.8
4282.8	1.02	308.54
4283	0.99	292.04
4283.2	0.96	292.04
4283.4	0.97	282.06
4283.6	0.98	281.9
4283.8	1.00	281.78
4284	1.02	281.53
4284.2	1.01	278.66
4284.4	1.01	277.96
4284.6	1.01	278.01
4284.8	1.03	159.27
4285	0.97	152.57
4285.2	0.96	147.64
4285.4	0.96	385.55
4285.6	2.24	391.47
