Depth	ROP	Gas
3661.6	1.01	212.55
3661.8	1.02	212.63
3662	1.04	212.63
3662.2	1.04	215.43
3662.4	0.97	215.44
3662.6	1.01	215.43
3662.8	1.08	215.44
3663	1.14	212.57
3663.2	1.14	212.58
3663.4	1.08	212.62
3663.6	1.07	212.61
3663.8	1.03	212.59
3664	1.01	211.83
3664.2	0.99	208.53
3664.4	1.02	204.51
3664.6	1.02	201.32
3664.8	1.02	199.71
3665	1.00	195.88
3665.2	1.04	194.42
3665.4	1.03	190.62
3665.6	1.00	187.04
3665.8	0.98	186.52
3666	0.99	182.25
3666.2	0.99	181.89
3666.4	0.99	175.17
3666.6	1.01	169.16
3666.8	0.98	161.58
3667	10.87	150.19
3667.2	10.87	122.32
3667.4	1.78	126.95
3667.6	1.27	130.59
3667.8	1.27	130.84
3668	0.77	133.96
3668.2	0.76	137.12
3668.4	0.90	140.26
3668.6	0.94	140.97
3668.8	0.93	141.32
3669	0.93	144.88
3669.2	0.93	148.49
3669.4	0.85	148.65
3669.6	0.85	148.71
3669.8	0.88	151.75
3670	0.89	154.7
3670.2	0.89	154.7
3670.4	0.93	154.95
3670.6	0.95	155.01
3670.8	1.08	155.26
3671	1.08	158.2
3671.2	0.96	158.31
3671.4	0.96	158.46
3671.6	0.90	158.73
3671.8	0.91	158.78
3672	0.92	161.65
3672.2	0.92	161.72
3672.4	0.93	161.73
3672.6	0.93	161.74
3672.8	0.93	161.79
3673	0.90	161.82
3673.2	0.89	161.83
3673.4	0.89	161.92
3673.6	0.94	161.95
3673.8	0.94	161.96
3674	0.94	164.77
3674.2	1.02	164.8
3674.4	1.00	166.66
3674.6	1.00	167.29
3674.8	0.93	167.29
3675	0.93	168.63
3675.2	0.91	171.51
3675.4	0.91	168.78
3675.6	0.95	168.82
3675.8	0.95	171.08
3676	0.95	170.54
3676.2	0.95	170.64
3676.4	0.95	170.65
3676.6	0.90	170.71
3676.8	0.91	170.72
3677	0.91	170.83
3677.2	0.94	170.8
3677.4	0.94	170.84
3677.6	0.94	170.85
3677.8	0.95	170.92
3678	0.95	170.93
3678.2	0.99	170.91
3678.4	0.99	170.92
3678.6	0.97	170.93
3678.8	0.95	170.98
3679	0.94	171.01
3679.2	0.94	173.87
3679.4	0.94	173.89
3679.6	0.94	173.93
3679.8	0.92	173.99
3680	0.93	173.4
3680.2	0.93	173.41
3680.4	0.93	173.4
3680.6	0.93	173.36
3680.8	0.93	172.73
3681	0.93	172.66
3681.2	0.93	172.63
3681.4	0.95	172.61
3681.6	0.97	172.54
3681.8	0.98	172.48
3682	0.98	168.43
3682.2	1.01	168.43
3682.4	0.94	167.7
3682.6	0.94	167.6
3682.8	0.99	167.52
3683	0.99	167.46
3683.2	0.99	167.39
3683.4	0.99	164.36
3683.6	0.96	164.32
3683.8	0.94	164.22
3684	1.01	164.14
3684.2	1.01	164.07
3684.4	0.94	161.22
3684.6	0.96	161.01
3684.8	0.96	158.07
3685	1.01	154.31
3685.2	1.00	154.1
3685.4	1.00	148.31
3685.6	0.97	144.59
3685.8	1.01	140.27
3686	1.12	139.98
3686.2	1.12	119.07
3686.4	1.12	119.09
3686.6	1.12	119.17
3686.8	0.66	119.21
3687	0.66	119.34
3687.2	0.89	120
3687.4	0.94	122.91
3687.6	0.94	123.61
3687.8	0.90	123.78
3688	0.89	126.73
3688.2	0.88	127.49
3688.4	0.88	127.6
3688.6	0.88	127.68
3688.8	0.89	130.59
3689	0.89	130.8
3689.2	0.90	131.67
3689.4	0.90	134.57
3689.6	0.89	138.17
3689.8	0.89	138.32
3690	0.89	138.49
3690.2	0.90	138.59
3690.4	0.89	142.29
3690.6	0.88	145.88
3690.8	0.88	145.98
3691	0.90	146.12
3691.2	0.90	146.18
3691.4	0.96	146.33
3691.6	0.96	149.18
3691.8	0.91	149.36
3692	0.89	149.37
3692.2	0.94	107.77
3692.4	0.97	103.25
3692.6	0.97	100.15
3692.8	0.97	97.06
3693	0.97	102.34
3693.2	1.09	115.29
3693.4	1.09	124.64
3693.6	1.09	133.28
3693.8	0.94	136.77
3694	0.94	140.59
3694.2	0.90	143.79
3694.4	0.90	146.92
3694.6	0.90	147.67
3694.8	0.90	147.97
3695	0.90	148.13
3695.2	0.90	151.76
3695.4	0.87	152.06
3695.6	0.87	152.14
3695.8	0.87	152.31
3696	0.87	152.34
3696.2	0.88	155.21
3696.4	0.88	156.52
3696.6	0.90	157.79
3696.8	0.94	157.92
3697	0.94	158.07
3697.2	0.94	158.17
3697.4	0.95	161.15
3697.6	0.95	158.42
3697.8	0.95	161.25
3698	0.94	160.66
3698.2	0.93	160.79
3698.4	0.94	160.82
3698.6	0.94	160.89
3698.8	0.94	160.32
3699	0.94	160.3
3699.2	0.95	160.32
3699.4	0.95	160.35
3699.6	0.95	160.41
3699.8	0.94	160.46
3700	0.94	160.47
3700.2	0.94	163.26
3700.4	0.95	163.28
3700.6	0.95	163.88
3700.8	0.96	163.89
3701	0.96	163.89
3701.2	0.96	163.89
3701.4	0.96	163.91
3701.6	0.94	163.88
3701.8	0.91	163.14
3702	0.92	163.1
3702.2	0.94	163.05
3702.4	0.94	159.97
3702.6	0.94	158.53
3702.8	0.94	158.4
3703	0.96	151.87
3703.2	0.96	146.47
3703.4	0.96	145.04
3703.6	0.96	141.33
3703.8	0.96	134.16
3704	1.09	125.94
3704.2	1.09	122.78
3704.4	0.90	122.08
3704.6	0.90	115.1
3704.8	0.90	112.07
3705	8.92	108.75
3705.2	8.92	68.48
3705.4	1.61	68.49
3705.6	1.24	68.58
3705.8	3.67	68.67
3706	6.04	68.74
3706.2	101.69	70.24
3706.4	27.78	70.32
3706.6	2.08	73.29
3706.8	6.22	74.1
3707	8.71	74.34
3707.2	8.71	77.93
3707.4	2.99	78.7
3707.6	4.64	80.8
3707.8	9.04	85.27
3708	2.49	88.53
3708.2	4.03	83.5
3708.4	2.12	82.72
3708.6	0.95	79.78
3708.8	0.95	76.67
3709	0.74	77.24
3709.2	0.74	83.22
3709.4	0.83	105.39
3709.6	0.83	109.68
3709.8	0.83	113.1
3710.2	0.82	116.89
3710.4	0.82	117.38
3710.6	0.82	117.71
3710.8	0.82	121.36
3711	0.81	124.32
3711.2	0.81	124.48
3711.4	0.83	124.7
3711.6	0.83	127.73
3711.8	0.83	127.8
3712	0.87	128.03
3712.2	0.87	128.63
3712.4	0.84	131.78
3712.8	0.85	132.12
3713	0.82	135.64
3713.2	0.86	136.29
3713.4	0.86	136.42
3713.6	0.86	136.51
3713.8	0.84	136.66
3714	0.83	139.58
3714.2	0.82	139.73
3714.4	0.80	140.49
3714.6	0.78	140.66
3714.8	0.80	141.42
3715	0.83	144.4
3715.2	0.83	144.46
3715.4	0.87	145.12
3715.6	0.87	145.21
3715.8	0.88	148.1
3716	0.88	148.16
3716.2	0.85	151.47
3716.4	0.85	156.13
3716.6	0.85	156.76
3716.8	0.86	156.83
3717	0.86	156.89
3717.2	0.87	156.92
3717.4	0.86	156.37
3717.6	0.86	157.44
3717.8	0.86	156.89
3718	0.86	156.9
3718.2	0.86	156.99
3718.4	0.83	157
3718.6	0.83	157.04
3718.8	0.83	157.16
3719	0.83	157.23
3719.2	0.83	160.07
3719.4	0.83	157.33
3719.6	0.83	156.73
3719.8	0.88	156.77
3720	0.88	159.57
3720.2	0.85	159.58
3720.4	0.83	159.71
3720.6	0.83	159.69
3720.8	0.83	159.68
3721	0.83	159.7
3721.2	0.81	159.71
3721.4	0.85	159.74
3721.6	0.87	159.74
3721.8	0.87	159.73
3722	0.87	156.79
3722.2	0.87	156.67
3722.4	0.87	154.17
3722.6	0.85	154.12
3722.8	0.85	153.96
3723	0.85	150.97
3723.2	0.85	150.87
3723.4	0.85	147.27
3723.6	0.85	144.22
3723.8	0.88	143.21
3724	16.17	135.32
3724.2	10.33	103.97
3724.4	1.69	104.01
3724.6	1.04	107
3725	1.04	107.91
3725.2	0.97	110.99
3725.4	0.97	111.08
3725.6	0.86	112.28
3725.8	0.84	115.68
3726	0.84	118.48
3726.2	0.82	121.88
3726.4	0.82	126.78
3726.6	0.84	127.38
3726.8	0.84	126.78
3727	0.96	127.38
3727.2	0.88	128.91
3727.4	0.88	134.21
3727.6	0.80	134.94
3727.8	0.82	135.73
3728	0.85	134.07
3728.2	0.85	136.94
3728.4	0.85	135.81
3728.6	0.85	134.6
3728.8	0.88	133.38
3729	0.88	130.38
3729.2	0.88	129.6
3729.4	0.85	129.37
3729.6	0.85	129.27
3729.8	0.85	125.73
3730	0.86	125.01
3730.2	0.87	121.27
3730.4	0.87	114.28
3730.6	0.90	110.58
3730.8	0.89	110.48
3731	0.88	107.3
3731.2	0.89	107.15
3731.4	0.91	104.02
3731.6	0.90	102.66
3731.8	0.90	101.8
3732	1.60	76.3
3732.2	18.35	76.8
3732.4	11.90	75.44
3732.6	3.40	78.93
3732.8	3.55	77.78
3733	1.82	76.08
3733.2	1.94	76.16
3733.4	5.80	79.31
3733.6	5.80	79.35
3733.8	2.96	59.31
3734	2.83	68.5
3734.2	2.93	73.78
3734.4	2.36	79.78
3734.6	2.49	83.16
3734.8	2.49	103.35
3735	1.76	109.22
3735.2	0.90	112.27
3735.4	0.86	112.43
3735.6	0.89	115.49
3735.8	0.93	115.69
3736	0.98	115.85
3736.2	1.05	119.59
3736.4	1.05	120.31
3736.6	0.88	120.59
3736.8	0.85	123.65
3737	0.85	124.42
3737.2	0.85	124.55
3737.4	0.92	127.63
3737.6	0.95	127.8
3737.8	0.88	130.98
3738	0.91	131.14
3738.2	0.91	134.09
3738.4	0.93	137.82
3738.6	0.89	137.97
3738.8	0.88	141.08
3739	0.86	141.26
3739.2	0.86	144.82
3739.4	0.83	144.96
3739.6	0.79	145.09
3739.8	0.80	145.22
3740	0.80	145.25
3740.2	0.80	148.75
3740.4	0.84	147
3740.6	0.84	147.03
3740.8	0.85	147.76
3741	0.87	147.86
3741.2	0.87	147.85
3741.4	0.89	96.67
3741.6	0.90	93.51
3741.8	0.90	90.46
3742	0.87	89.64
3742.2	0.87	89.52
3742.4	0.87	92.6
3742.6	0.87	102.58
3742.8	0.87	103.32
3743	2.82	109.11
3743.2	2.82	109.32
3743.4	2.82	110.05
3743.6	2.82	113
3743.8	0.66	115.91
3744	0.65	119.51
3744.2	1.03	119.87
3744.4	1.03	120.64
3744.6	0.95	120.85
3744.8	0.95	124.52
3745	0.95	125.31
3745.2	0.95	125.47
3745.4	0.84	128.63
3745.6	0.86	131.67
3745.8	0.87	132.43
3746	0.88	132.54
3746.2	0.88	135.62
3746.4	0.86	138.63
3746.6	0.86	139.34
3746.8	0.86	139.53
3747	0.87	142.6
3747.2	0.87	140.93
3747.4	0.87	144.61
3747.6	0.85	148.26
3747.8	0.85	149.19
3748	0.85	152.24
3748.2	0.94	152.41
3748.4	0.91	155.32
3748.6	0.91	155.52
3748.8	0.87	158.58
3749	0.87	158.72
3749.2	0.87	158.86
3749.4	0.88	161.84
3749.6	0.88	162.02
3749.8	0.90	162.08
3750	0.90	162.13
3750.2	0.90	165.02
3750.4	0.92	165.07
3750.6	1.10	165.09
3750.8	1.10	165.09
3751	0.97	103.44
3751.2	0.97	101.91
3751.4	0.91	98.21
3751.6	0.91	98.1
3751.8	0.91	95.16
3752	0.90	98.25
3752.2	0.88	120.8
3752.4	0.88	133.74
3752.6	0.86	138.28
3752.8	0.90	141.49
3753	0.90	111.61
3753.2	0.90	111.88
3753.4	0.99	114.8
3753.6	0.93	114.97
3753.8	0.93	115.1
3754	0.95	115.22
3754.2	0.91	148.85
3754.4	0.90	148.75
3754.6	0.91	148.62
3754.8	0.91	145.09
3755	0.91	145.07
3755.2	0.91	143.8
3755.4	0.91	140.08
3755.6	0.95	134.21
3755.8	1.00	130.69
3756	1.00	129.08
3756.2	0.91	125.4
3756.4	0.94	123.23
3756.6	0.94	121.93
3756.8	0.94	117.51
3757	4.43	114.41
3757.2	1.56	86.49
3757.4	1.56	86.32
3757.6	1.11	86.3
3757.8	3.83	86.9
3758	7.69	87.84
3758.2	9.15	80.43
3758.4	6.88	75.54
3758.6	6.42	76.68
3758.8	7.28	76.22
3759	6.12	76.33
3759.2	7.65	79.01
3759.4	10.79	106.04
3759.6	10.79	105.48
3759.8	1.12	86.83
3760	1.12	79.75
3760.2	1.05	79.42
3760.4	1.03	76.35
3760.6	1.03	76.89
3760.8	1.03	81.06
3761	1.12	84.1
3761.2	1.11	84.85
3761.4	0.98	86.27
3761.6	0.98	86.36
3761.8	0.91	89.25
3762	4.36	93.48
3762.2	1.17	96.7
3762.4	1.17	100.21
3762.6	0.79	100.35
3762.8	0.75	100.57
3763	0.75	103.63
3763.2	1.16	107.39
3763.4	1.16	107.61
3763.6	1.16	111.78
3763.8	1.16	112.57
3764	0.89	115.58
3764.2	0.89	118.77
3764.4	0.90	118.95
3764.6	0.90	119.77
3764.8	0.91	125.81
3765	0.91	128.78
3765.2	0.91	128.95
3765.4	0.89	132.57
3765.6	0.90	132.2
3765.8	0.93	132.39
3766	0.97	140.31
3766.2	1.14	142.15
3766.4	1.15	142.15
3766.6	1.15	144.81
3766.8	0.98	143.34
3767	1.03	142.88
3767.2	1.03	142.41
3767.4	1.03	144.78
3767.6	1.03	144.85
3767.8	1.02	147.11
3768	1.02	112.35
3768.2	0.96	112.4
3768.4	0.96	112.49
3768.6	1.05	112.52
3768.8	1.05	112.55
3769	1.05	112.55
3769.2	1.17	146.07
3769.4	1.11	146.04
3769.6	0.96	145.34
3769.8	0.96	145.3
3770	0.93	142.48
3770.2	1.10	142.37
3770.4	1.08	141.68
3770.6	1.02	138.72
3770.8	1.04	138.02
3771	1.04	134.91
3771.2	1.01	77.65
3771.4	1.01	78
3771.6	0.95	74.95
3771.8	1.00	74.13
3772	1.00	120.28
3772.2	1.00	120.4
3772.4	0.86	120.73
3772.6	0.94	123.77
3772.8	0.94	124.46
3773	0.94	128.92
3773.2	1.02	131.45
3773.4	1.02	131.62
3773.6	1.01	132.8
3773.8	1.01	135.28
3774	0.99	134.94
3774.2	1.07	135.26
3774.4	1.07	141.81
3774.6	1.09	150.5
3774.8	1.09	152.49
3775	1.03	155.7
3775.2	1.02	155.97
3775.4	1.01	158.49
3775.6	1.08	158.76
3775.8	1.14	158.91
3776	1.14	162.07
3776.2	1.14	162.11
3776.4	1.14	162.39
3776.6	1.07	162.49
3776.8	1.07	165.56
3777	1.02	165.78
3777.2	1.02	168.11
3777.4	1.01	171.01
3777.6	0.99	171.14
3777.8	0.99	171.29
3778	1.01	171.37
3778.2	1.04	170.07
3778.4	1.04	168.09
3778.6	1.04	167.96
3778.8	1.05	154.14
3779	1.08	141.9
3779.2	1.08	141.08
3779.4	1.02	115.17
3779.6	1.03	108.8
3779.8	1.06	107.53
3780	1.09	104.32
3780.2	1.09	101.12
3780.4	1.11	97.4
3780.6	1.06	94.31
3780.8	1.10	93.88
3781	3.05	93.77
3781.2	1.70	77.66
3781.4	0.88	77.62
3781.6	2.23	73.55
3782.2	3.14	74.63
3782.4	56.07	74.57
3782.6	9.90	67.88
3782.8	8.37	64.99
3783	17.75	64.54
3783.2	5.39	61.24
3783.4	3.58	60.32
3783.6	7.97	81.97
3783.8	7.13	72.96
3784	3.38	101.82
3784.2	2.68	102.08
3784.4	2.68	105.73
3784.6	2.68	105.86
3784.8	0.77	108.99
3785	0.77	112.3
3785.2	0.77	112.37
3785.4	0.83	116.79
3785.6	0.85	118.76
3785.8	0.92	119.02
3786	0.92	122
3786.2	0.92	122.3
3786.4	0.88	122.41
3786.6	0.88	125.47
3786.8	1.25	125.65
3787	1.25	125.81
3787.2	0.89	126.07
3787.4	0.89	128.97
3787.6	0.89	129.17
3787.8	1.21	129.33
3788	1.21	129.46
3788.2	0.93	132.4
3788.4	0.92	133.07
3788.6	0.92	133.13
3788.8	0.92	133.13
3789	0.92	133.1
3789.2	0.92	133.07
3789.4	0.92	137.8
3789.6	0.98	138.87
3789.8	0.95	135.96
3790	0.94	135.13
3790.2	0.96	129.58
3790.4	0.98	126.02
3790.6	0.98	125.83
3790.8	0.95	125.06
3791	0.92	121.53
3791.2	0.90	121.45
3791.4	0.95	120.93
3791.6	2.23	121.09
3791.8	0.99	124.09
3792	0.92	124.23
3792.2	0.92	124.28
3792.4	1.31	122.96
3792.6	1.43	122.81
3792.8	1.43	125.94
3793	1.08	126.15
3793.2	1.05	126.96
3793.4	1.00	130.56
3793.6	1.01	131.18
3793.8	1.01	134.02
3794	1.05	134.1
3794.2	1.08	134.94
3794.4	1.13	135.76
3794.6	1.24	139.2
3794.8	1.17	117.06
3795	1.17	108.28
3795.2	1.17	105.91
3795.4	1.08	106.63
3795.6	1.06	110.99
3795.8	1.02	124.22
3796	1.04	128.22
3796.2	1.11	131.3
3796.4	1.05	135.99
3796.6	1.06	136.1
3796.8	1.07	138
3797	1.08	137.51
3797.2	1.02	137.69
3797.4	1.02	137.22
3797.6	1.07	140.19
3797.8	1.04	140.27
3798	1.04	140.32
3798.2	1.04	140.31
3798.4	1.08	140.25
3798.6	1.10	138.39
3798.8	1.09	137.68
3799	1.09	134.17
3799.2	1.09	133.42
3799.4	1.29	129.72
3799.6	1.15	123.1
3799.8	1.11	118.06
3800	1.11	114.3
3800.2	1.06	108.64
3800.4	1.07	105.5
3800.6	1.07	103.13
3800.8	1.09	57.93
3801	1.09	57.97
3801.2	21.58	60.59
3801.4	6.96	61.35
3801.6	17.65	71.43
3801.8	2.90	72.06
3802	3.28	66.25
3802.2	8.94	70.74
3802.4	4.59	70.47
3802.6	5.00	76.16
3802.8	2.92	73.52
3803	4.93	76.76
3803.2	3.56	80.12
3803.4	2.17	86.59
3803.6	6.56	104.47
3803.8	1.49	107.47
3804	0.99	108.28
3804.2	0.90	109.16
3804.4	0.90	110
3804.6	0.93	110
3804.8	0.97	113.05
3805	0.99	112.52
3805.2	0.97	112.56
3805.4	0.95	113.25
3805.6	0.93	121.67
3805.8	0.94	124.12
3806	0.96	126.11
3806.2	0.96	126.12
3806.4	0.93	124.3
3806.6	0.93	121.89
3806.8	0.94	119.54
3807	0.94	118.45
3807.2	0.98	117.85
3807.4	0.98	117.84
3807.6	0.94	117.79
3807.8	0.94	117.77
3808	0.94	117.74
3808.2	0.94	117.7
3808.4	0.96	117.65
3808.6	0.96	113.45
3808.8	0.96	112.79
3809	0.97	112.66
3809.2	0.94	111.32
3809.4	0.91	108.36
3809.6	0.91	108.27
3809.8	0.88	108.73
3810	0.90	108.59
3810.2	0.90	105.63
3810.4	0.91	105.33
3810.6	0.90	99.92
3810.8	0.89	96.31
3811	3.32	93.11
3811.2	1.25	93.26
3811.4	0.87	96.63
3811.6	0.87	98.06
3811.8	0.87	100.11
3812	0.93	100.51
3812.2	0.94	100.64
3812.4	0.94	103.75
3812.6	0.99	104.58
3812.8	0.99	106.06
3813	0.95	106.82
3813.2	0.92	108.56
3813.4	0.94	110.03
3813.6	0.97	112
3813.8	0.97	112.09
3814	0.96	113.47
3814.2	0.97	112.46
3814.4	1.01	112.75
3814.6	1.01	113.54
3814.8	0.97	113.64
3815	0.93	116.62
3815.2	0.99	116.18
3815.4	0.99	113.83
3815.6	0.98	114.02
3815.8	0.96	117.5
3816	0.97	118.8
3816.2	0.96	118.86
3816.4	0.96	118.96
3816.6	0.96	119
3816.8	0.93	119.05
3817	0.93	118.46
3817.2	1.06	118.45
3817.4	1.01	118.42
3817.6	1.00	118.32
3817.8	1.00	117.59
3818	1.00	115.12
3818.2	0.95	115.7
3818.4	0.98	115.6
3818.6	0.98	115.56
3818.8	0.97	112.65
3819	0.96	112.47
3819.2	0.97	112.35
3819.4	0.96	109.22
3819.6	1.01	107.88
3819.8	3.56	109.47
3820.2	0.87	95.39
3820.4	0.87	95.78
3820.6	0.67	99.51
3820.8	0.95	99.78
3821	0.94	99.94
3821.2	0.91	79
3821.4	0.91	103.41
3821.6	0.91	106.31
3821.8	0.87	106.61
3822	0.90	109.68
3822.2	0.96	109.89
3822.4	0.94	114.24
3822.6	1.07	114.67
3822.8	1.33	117.65
3823	1.24	119.65
3823.2	1.24	119.73
3823.4	1.24	119.98
3823.6	0.99	122.99
3823.8	0.99	125.63
3824	0.99	132.98
3824.2	0.99	133.65
3824.4	0.99	136.06
3824.6	0.99	135.68
3824.8	0.94	132.21
3825	0.94	131.12
3825.2	0.93	130.03
3825.4	0.93	132.43
3825.6	0.95	132.57
3825.8	0.95	132.62
3826	0.97	135.6
3826.2	1.00	134.44
3826.4	0.94	100.84
3826.6	0.94	100.81
3826.8	0.94	100.73
3827	0.94	131.48
3827.2	0.94	130.76
3827.4	0.94	130.62
3827.6	0.95	130.48
3827.8	0.93	127.68
3828	0.93	73.4
3828.2	0.97	73.01
3828.4	0.98	69.83
3828.6	0.98	66.32
3828.8	0.96	66.05
3829	0.96	65.95
3829.2	0.94	66.65
3829.4	0.94	69.16
3829.6	0.94	77.36
3829.8	2.93	76.97
3830.2	0.86	77.56
3830.4	1.87	77.53
3830.6	2.21	75.35
3830.8	7.68	77.1
3831	5.73	78.36
3831.2	2.34	78.51
3831.4	5.07	78.77
3831.6	4.45	76.99
3831.8	9.79	76.44
3832	6.98	77.06
3832.2	4.54	115.4
3832.4	1.13	119.11
3832.6	0.83	119.16
3832.8	0.83	121.51
3833	0.83	121.91
3833.2	0.83	122
3833.4	1.18	125.3
3833.6	1.44	125.33
3833.8	1.38	127.35
3834	1.38	127.52
3834.2	1.18	127.72
3834.4	1.24	130.69
3834.6	1.32	132.09
3834.8	1.32	132.21
3835	1.27	131.1
3835.2	1.27	131.13
3835.4	1.16	131.14
3835.6	0.96	130.54
3835.8	0.94	129.32
3836	0.96	126.84
3836.2	0.96	126.17
3836.4	0.88	125.49
3836.6	0.86	125.96
3836.8	0.84	123.1
3837	0.82	123.6
3837.2	0.82	123.53
3837.4	0.84	123.36
3837.6	0.84	121.98
3837.8	1.07	118.24
3838	1.07	118.08
3838.2	0.99	115.04
3838.4	0.92	111.98
3838.6	1.05	112.48
3838.8	1.05	109.73
3839.2	0.74	109.33
3839.4	0.62	109.49
3839.6	0.62	113.67
3839.8	0.91	115.78
3840	0.96	118.81
3840.2	0.92	118.85
3840.4	0.86	121.88
3840.6	0.83	124.81
3840.8	0.83	124.91
3841	0.83	125.25
3841.2	0.82	125.39
3841.4	0.82	125.55
3841.6	0.82	125.67
3841.8	0.82	125.71
3842	0.82	126.05
3842.2	0.80	130.25
3842.4	0.80	133.32
3842.6	0.86	133.49
3842.8	0.86	133.56
3843	0.86	133.62
3843.2	0.86	133.82
3843.4	0.86	136.75
3843.6	1.03	137.06
3843.8	0.94	137.25
3844.2	0.81	140.21
3844.4	0.77	140.23
3844.6	0.77	140.23
3844.8	0.77	140.24
3845	0.77	140.23
3845.2	0.85	140.23
3845.4	0.95	139.61
3845.6	0.95	140.16
3845.8	0.95	143.11
3846	0.79	143.1
3846.2	0.79	143.05
3846.4	0.79	144.89
3846.6	0.84	146.03
3846.8	0.89	145.94
3847	0.89	143.93
3847.2	0.87	140.35
3847.4	0.81	137.22
3847.6	0.81	135.96
3847.8	0.82	132.9
3848	0.80	132.2
3848.2	0.80	129.27
3848.4	5.96	129.01
3848.6	2.13	127.93
3848.8	1.41	128.03
3849	1.41	127.53
3849.2	0.78	130.41
3849.4	0.72	129.88
3849.6	0.76	128.86
3849.8	0.76	128.38
3850	0.76	131.88
3850.2	0.84	132.63
3850.4	0.82	132.8
3850.6	0.81	132.87
3850.8	0.84	136.38
3851	0.84	136.46
3851.2	0.86	136.57
3851.4	0.86	136.7
3851.6	0.86	140.12
3851.8	0.86	140.17
3852	0.93	140.32
3852.2	0.90	140.41
3852.4	0.89	141.11
3852.6	0.88	141.17
3852.8	0.86	144.04
3853	0.87	144.14
3853.2	0.86	144.13
3853.4	0.84	144.15
3853.6	0.84	144.25
3853.8	0.84	144.31
3854	0.84	144.32
3854.2	0.83	147.16
3854.4	0.85	147.16
3854.6	0.85	144.29
3854.8	0.88	144.2
3855	0.86	144.06
3855.2	0.86	142.14
3855.4	0.90	142.1
3855.6	0.90	139.14
3855.8	0.90	138.94
3856	0.90	138.85
3856.2	0.90	139.33
3856.4	0.91	78.71
3856.6	0.88	75.64
3856.8	0.86	77.22
3857	0.87	75.85
3857.2	0.87	75.74
3857.4	0.87	75.68
3857.6	2.96	78.9
3857.8	3.39	70.97
3858	2.46	75.51
3858.2	11.65	74.2
3858.4	4.17	69.26
3858.6	9.08	63.66
3858.8	11.07	67.16
3859	4.35	69.94
3859.2	5.32	73.2
3859.4	4.63	73.58
3859.6	2.81	75.51
3859.8	2.81	79.2
3860	3.10	79.64
3860.2	3.11	80.02
3860.4	3.57	83.78
3860.6	2.28	84.62
3860.8	2.32	84.78
3861	2.26	89.46
3861.2	2.62	89.07
3861.4	6.17	121.06
3861.6	2.29	124.79
3861.8	2.29	125.41
3862	2.29	125.65
3862.2	0.71	125.88
3862.4	0.71	126.09
3862.8	0.71	129.24
3863	0.71	131.26
3863.2	0.91	132.64
3863.4	0.91	133.14
3863.6	0.93	132.72
3863.8	0.83	132.81
3864	0.83	132.9
3864.2	0.77	133
3864.4	0.86	132.4
3864.6	0.86	132.43
3864.8	0.86	132.42
3865	0.88	132.39
3865.2	0.88	131.72
3865.4	0.77	131.03
3865.6	0.78	124.55
3865.8	0.79	124.54
3866	0.79	124.34
3866.2	0.85	121.97
3866.4	0.84	121.86
3866.6	0.84	121.67
3866.8	0.84	119.28
3867	0.73	119.09
3867.2	0.81	118.95
3867.4	0.81	115.44
3867.6	0.81	120.62
3867.8	1.61	91.07
3868	0.90	90.44
3868.2	1.76	87.62
3868.4	1.85	87
3868.6	2.32	86.97
3868.8	3.77	80.96
3869	6.08	82.97
3869.2	5.53	85.14
3869.4	2.39	86.46
3869.6	2.92	86.63
3869.8	2.45	119.96
3870	2.01	124.85
3870.2	1.37	124.97
3870.4	1.37	125.21
3870.6	0.78	125.28
3870.8	0.78	127.84
3871	0.78	124.91
3871.2	0.73	128
3871.4	0.77	130.99
3871.6	0.77	131.06
3871.8	0.84	131.37
3872	0.82	134.56
3872.2	0.81	99.92
3872.4	0.78	137.73
3872.6	0.79	137.85
3872.8	0.79	137.94
3873	0.79	139.33
3873.2	0.87	138.78
3873.4	0.86	141.67
3873.6	0.86	141.72
3873.8	0.81	141.8
3874	0.75	141.82
3874.2	0.76	141.77
3874.4	0.76	141.13
3874.6	0.82	141.12
3874.8	0.82	141.1
3875	0.82	139.22
3875.2	0.82	139.06
3875.4	0.80	135.61
3875.6	0.77	131.92
3875.8	0.78	131.87
3876	0.77	131.65
3876.2	0.77	126.15
3876.4	0.77	128.97
3876.6	0.77	124.01
3876.8	1.56	125.09
3877	1.56	128.1
3877.2	0.74	131.28
3877.4	0.77	134.29
3877.6	0.77	134.57
3877.8	0.77	134.95
3878	0.77	139.61
3878.2	0.89	139.9
3878.4	0.89	140.21
3878.6	0.82	140.46
3878.8	0.81	143.44
3879	0.83	143.68
3879.2	1.00	146.79
3879.4	1.20	146.96
3879.8	1.20	115.19
3880	0.85	147.9
3880.2	0.85	150.9
3880.4	0.82	153.32
3880.6	0.82	121.68
3880.8	0.89	156.56
3881	0.89	159.6
3881.2	0.89	159.67
3881.4	0.89	125.11
3881.6	0.89	125.27
3881.8	0.91	128.23
3882	0.91	128.45
3882.2	0.84	128.5
3882.4	0.84	128.6
3882.6	0.85	128.61
3882.8	0.85	128.62
3883	0.85	163.41
3883.2	0.85	163.4
3883.4	0.83	163.37
3883.6	0.82	163.93
3883.8	0.82	164.48
3884	0.84	164.45
3884.2	0.84	163.17
3884.4	0.84	163.06
3884.6	0.84	128.18
3884.8	0.84	158.76
3885	0.88	158.65
3885.2	0.88	155.61
3885.4	0.88	151.87
3885.6	0.93	151.77
3885.8	0.86	142.4
3886	0.86	140.86
